tab 	locations														
age	age_high	age_low	age_unit	geologic_classes	lat_n	lat_s	lithologies	location	location_type	lon_e	lon_w				
This study	5	75.5	-13.4	i222-2-LP-DIR-T	Molspin	1.15E-09	0.0001	273	i222-2-LP-DIR-T-6	LT-T-Z	7	i222-2	0	723	g
This study	4	78.6	-7.1	i222-2-LP-DIR-T	Molspin	1.20E-09	0.000104	273	i222-2-LP-DIR-T-7	LT-T-Z	8	i222-2	0	773	g
This study	3	67.4	-1.9	i222-2-LP-DIR-T	Molspin	1.37E-09	0.000119	273	i222-2-LP-DIR-T-8	LT-T-Z	9	i222-2	0	798	g
This study	4	82.1	-11.1	i222-2-LP-DIR-T	Molspin	8.97E-10	7.80E-05	273	i222-2-LP-DIR-T-9	LT-T-Z	1	i222-2	0	818	g
This study	12	264.8	-61.7	i222-2-LP-DIR-T	Molspin	2.07E-10	1.80E-05	273	i222-2-LP-DIR-T-10	LT-T-Z	11	i222-2	0	838	g
This study	3	72.2	7	i222-3-LP-DIR-T	Molspin	9.27E-09	0.000806	273	i222-3-LP-DIR-T-1	LT-T-Z	2	i222-3	0	273	g
This study	2	58.2	8.1	i222-3-LP-DIR-T	Molspin	4.21E-09	0.000366	273	i222-3-LP-DIR-T-2	LT-T-Z	3	i222-3	0	448	g
This study	3	58	7.7	i222-3-LP-DIR-T	Molspin	1.98E-09	0.000172	273	i222-3-LP-DIR-T-3	LT-T-Z	4	i222-3	0	523	g
This study	4	53	8.3	i222-3-LP-DIR-T	Molspin	1.54E-09	0.000134	273	i222-3-LP-DIR-T-4	LT-T-Z	5	i222-3	0	603	g
This study	3	45.8	9.3	i222-3-LP-DIR-T	Molspin	1.28E-09	0.000111	273	i222-3-LP-DIR-T-5	LT-T-Z	6	i222-3	0	673	g
This study	6	49.7	8.7	i222-3-LP-DIR-T	Molspin	5.40E-10	4.70E-05	273	i222-3-LP-DIR-T-6	LT-T-Z	7	i222-3	0	723	g
This study	9	53	6.2	i222-3-LP-DIR-T	Molspin	4.72E-10	4.10E-05	273	i222-3-LP-DIR-T-7	LT-T-Z	8	i222-3	0	773	g
This study	5	52.3	3.2	i222-3-LP-DIR-T	Molspin	5.17E-10	4.50E-05	273	i222-3-LP-DIR-T-8	LT-T-Z	9	i222-3	0	798	g
This study	4	62.6	2.1	i222-3-LP-DIR-T	Molspin	4.83E-10	4.20E-05	273	i222-3-LP-DIR-T-9	LT-T-Z	1	i222-3	0	818	g
This study	10	292.6	79.6	i222-3-LP-DIR-T	Molspin	2.42E-10	2.10E-05	273	i222-3-LP-DIR-T-10	LT-T-Z	11	i222-3	0	838	g
This study	2	104.6	-18	i222-4-LP-DIR-T	Molspin	6.61E-09	0.000575	273	i222-4-LP-DIR-T-1	LT-T-Z	2	i222-4	0	273	g
This study	2	83.7	-13.8	i222-4-LP-DIR-T	Molspin	7.39E-09	0.000643	273	i222-4-LP-DIR-T-2	LT-T-Z	3	i222-4	0	448	g
This study	2	80.3	-12.4	i222-4-LP-DIR-T	Molspin	6.85E-09	0.000596	273	i222-4-LP-DIR-T-3	LT-T-Z	4	i222-4	0	523	g
This study	1	64.4	-9.6	i222-4-LP-DIR-T	Molspin	6.33E-09	0.00055	273	i222-4-LP-DIR-T-4	LT-T-Z	5	i222-4	0	603	g
This study	2	60.6	-14.8	i222-4-LP-DIR-T	Molspin	4.67E-09	0.000406	273	i222-4-LP-DIR-T-5	LT-T-Z	6	i222-4	0	673	g
This study	2	60.6	-14.6	i222-4-LP-DIR-T	Molspin	4.47E-09	0.000389	273	i222-4-LP-DIR-T-6	LT-T-Z	7	i222-4	0	723	g
This study	2	55.6	-14.3	i222-4-LP-DIR-T	Molspin	4.09E-09	0.000356	273	i222-4-LP-DIR-T-7	LT-T-Z	8	i222-4	0	773	g
This study	2	56.1	-10.7	i222-4-LP-DIR-T	Molspin	3.80E-09	0.00033	273	i222-4-LP-DIR-T-8	LT-T-Z	9	i222-4	0	798	g
This study	2	54.6	-9.8	i222-4-LP-DIR-T	Molspin	3.29E-09	0.000286	273	i222-4-LP-DIR-T-9	LT-T-Z	1	i222-4	0	818	g
This study	2	39.8	-6.3	i222-4-LP-DIR-T	Molspin	1.83E-09	0.000159	273	i222-4-LP-DIR-T-10	LT-T-Z	11	i222-4	0	838	g
This study	12	101.5	-38.4	i222-4-LP-DIR-T	Molspin	2.07E-10	1.80E-05	273	i222-4-LP-DIR-T-11	LT-T-Z	12	i222-4	0	863	g
This study	2	207.2	29.1	i222-5-LP-DIR-T	Molspin	7.85E-09	0.000683	273	i222-5-LP-DIR-T-1	LT-T-Z	2	i222-5	0	273	g
This study	2	157.6	-40.3	i222-5-LP-DIR-T	Molspin	4.69E-09	0.000408	273	i222-5-LP-DIR-T-2	LT-T-Z	3	i222-5	0	448	g
This study	3	138.7	-47.1	i222-5-LP-DIR-T	Molspin	3.70E-09	0.000322	273	i222-5-LP-DIR-T-3	LT-T-Z	4	i222-5	0	523	g
This study	2	95.5	-46.2	i222-5-LP-DIR-T	Molspin	2.52E-09	0.000219	273	i222-5-LP-DIR-T-4	LT-T-Z	5	i222-5	0	603	g
This study	3	106.5	-25.8	i222-5-LP-DIR-T	Molspin	2.58E-09	0.000224	273	i222-5-LP-DIR-T-5	LT-T-Z	6	i222-5	0	673	g
This study	3	96.6	-23	i222-5-LP-DIR-T	Molspin	2.27E-09	0.000197	273	i222-5-LP-DIR-T-6	LT-T-Z	7	i222-5	0	723	g
This study	2	78.3	-19.4	i222-5-LP-DIR-T	Molspin	2.00E-09	0.000174	273	i222-5-LP-DIR-T-7	LT-T-Z	8	i222-5	0	773	g
This study	2	71.1	-18.3	i222-5-LP-DIR-T	Molspin	1.74E-09	0.000151	273	i222-5-LP-DIR-T-8	LT-T-Z	9	i222-5	0	798	g
This study	5	67.2	-16.7	i222-5-LP-DIR-T	Molspin	1.06E-09	9.20E-05	273	i222-5-LP-DIR-T-9	LT-T-Z	1	i222-5	0	818	g
This study	4	22.1	-7.4	i222-6-LP-DIR-T	Molspin	8.20E-09	0.000713	273	i222-6-LP-DIR-T-1	LT-T-Z	2	i222-6	0	273	g
This study	2	37.1	-10.4	i222-6-LP-DIR-T	Molspin	7.90E-09	0.000687	273	i222-6-LP-DIR-T-2	LT-T-Z	3	i222-6	0	448	g
This study	2	38	-9.8	i222-6-LP-DIR-T	Molspin	6.65E-09	0.000578	273	i222-6-LP-DIR-T-3	LT-T-Z	4	i222-6	0	523	g
This study	2	45.8	-9.8	i222-6-LP-DIR-T	Molspin	5.32E-09	0.000463	273	i222-6-LP-DIR-T-4	LT-T-Z	5	i222-6	0	603	g
This study	3	44.5	-14.4	i222-6-LP-DIR-T	Molspin	3.59E-09	0.000312	273	i222-6-LP-DIR-T-5	LT-T-Z	6	i222-6	0	673	g
This study	3	57.1	-28.5	i222-6-LP-DIR-T	Molspin	2.44E-09	0.000212	273	i222-6-LP-DIR-T-6	LT-T-Z	7	i222-6	0	723	g
This study	4	61.3	-27.1	i222-6-LP-DIR-T	Molspin	1.66E-09	0.000144	273	i222-6-LP-DIR-T-7	LT-T-Z	8	i222-6	0	773	g
This study	4	60.9	-25.5	i222-6-LP-DIR-T	Molspin	1.56E-09	0.000136	273	i222-6-LP-DIR-T-8	LT-T-Z	9	i222-6	0	798	g
This study	4	66.5	-25.3	i222-6-LP-DIR-T	Molspin	8.39E-10	7.30E-05	273	i222-6-LP-DIR-T-9	LT-T-Z	1	i222-6	0	818	g
This study	19	69.3	-22.1	i222-6-LP-DIR-T	Molspin	2.07E-10	1.80E-05	273	i222-6-LP-DIR-T-10	LT-T-Z	11	i222-6	0	838	g
This study	1	170.4	-67.2	I1936-2B-LP-DIR-AF	Molspin	1.00E-07	0.00886	273	I1936-2B-LP-DIR-AF-1	LT-AF-Z	2	I1936-2B	0	273	g
This study	1	167.8	-67.4	I1936-2B-LP-DIR-AF	Molspin	9.87E-08	0.008744	273	I1936-2B-LP-DIR-AF-2	LT-AF-Z	3	I1936-2B	0.0025	273	g
This study	1	168.2	-67.7	I1936-2B-LP-DIR-AF	Molspin	9.89E-08	0.008763	273	I1936-2B-LP-DIR-AF-3	LT-AF-Z	4	I1936-2B	0.005	273	g
This study	1	163.3	-67.6	I1936-2B-LP-DIR-AF	Molspin	9.89E-08	0.008758	273	I1936-2B-LP-DIR-AF-4	LT-AF-Z	5	I1936-2B	0.0075	273	g
This study	1	167.9	-67.7	I1936-2B-LP-DIR-AF	Molspin	9.76E-08	0.008648	273	I1936-2B-LP-DIR-AF-5	LT-AF-Z	6	I1936-2B	0.01	273	g
This study	1	166.7	-69.1	I1936-2B-LP-DIR-AF	Molspin	1.02E-07	0.008991	273	I1936-2B-LP-DIR-AF-6	LT-AF-Z	7	I1936-2B	0.012	273	g
This study	1	164.5	-68	I1936-2B-LP-DIR-AF	Molspin	9.95E-08	0.008811	273	I1936-2B-LP-DIR-AF-7	LT-AF-Z	8	I1936-2B	0.015	273	g
This study	1	165.3	-67.7	I1936-2B-LP-DIR-AF	Molspin	9.59E-08	0.008496	273	I1936-2B-LP-DIR-AF-8	LT-AF-Z	9	I1936-2B	0.017	273	g
This study	1	163.7	-69	I1936-2B-LP-DIR-AF	Molspin	1.03E-07	0.009081	273	I1936-2B-LP-DIR-AF-9	LT-AF-Z	1	I1936-2B	0.02	273	g
This study	1	171.3	-69.6	I1936-2B-LP-DIR-AF	Molspin	9.48E-08	0.008395	273	I1936-2B-LP-DIR-AF-10	LT-AF-Z	11	I1936-2B	0.025	273	g
This study	1	111.6	-60.4	I1936-2B-LP-DIR-AF	Molspin	1.12E-07	0.009903	273	I1936-2B-LP-DIR-AF-11	LT-AF-Z	12	I1936-2B	0.03	273	g
This study	1	170.1	-69.7	I1936-2B-LP-DIR-AF	Molspin	1.03E-07	0.009086	273	I1936-2B-LP-DIR-AF-12	LT-AF-Z	13	I1936-2B	0.03	273	g
This study	1	172.3	-68.2	I1936-2B-LP-DIR-AF	Molspin	9.49E-08	0.00841	273	I1936-2B-LP-DIR-AF-13	LT-AF-Z	14	I1936-2B	0.04	273	g
This study	1	163.5	-64.6	I1936-2B-LP-DIR-AF	Molspin	7.81E-08	0.006916	273	I1936-2B-LP-DIR-AF-14	LT-AF-Z	15	I1936-2B	0.05	273	g
This study	1	175.6	-56.4	I1936-2B-LP-DIR-AF	Molspin	6.68E-08	0.005916	273	I1936-2B-LP-DIR-AF-15	LT-AF-Z	16	I1936-2B	0.06	273	g
This study	1	169.2	-58.4	I1936-2B-LP-DIR-AF	Molspin	6.54E-08	0.005789	273	I1936-2B-LP-DIR-AF-16	LT-AF-Z	17	I1936-2B	0.07	273	g
This study	1	162.3	-54.6	I1936-2B-LP-DIR-AF	Molspin	5.90E-08	0.005224	273	I1936-2B-LP-DIR-AF-17	LT-AF-Z	18	I1936-2B	0.08	273	g
This study	1	143.3	-22.9	I1936-6B-LP-DIR-AF	Molspin	1.36E-07	0.012034	273	I1936-6B-LP-DIR-AF-1	LT-AF-Z	2	I1936-6B	0	273	g
This study	1	133.2	-23.2	I1936-6B-LP-DIR-AF	Molspin	1.35E-07	0.011943	273	I1936-6B-LP-DIR-AF-2	LT-AF-Z	3	I1936-6B	0.0025	273	g
This study	1	135.1	-23.2	I1936-6B-LP-DIR-AF	Molspin	1.34E-07	0.011895	273	I1936-6B-LP-DIR-AF-3	LT-AF-Z	4	I1936-6B	0.005	273	g
This study	1	133	-23.2	I1936-6B-LP-DIR-AF	Molspin	1.34E-07	0.011902	273	I1936-6B-LP-DIR-AF-4	LT-AF-Z	5	I1936-6B	0.0075	273	g
This study	1	132.2	-23.2	I1936-6B-LP-DIR-AF	Molspin	1.34E-07	0.011904	273	I1936-6B-LP-DIR-AF-5	LT-AF-Z	6	I1936-6B	0.01	273	g
This study	1	134.4	-23.4	I1936-6B-LP-DIR-AF	Molspin	1.33E-07	0.011801	273	I1936-6B-LP-DIR-AF-6	LT-AF-Z	7	I1936-6B	0.012	273	g
This study	1	132.2	-24.2	I1936-6B-LP-DIR-AF	Molspin	1.35E-07	0.011989	273	I1936-6B-LP-DIR-AF-7	LT-AF-Z	8	I1936-6B	0.015	273	g
This study	1	133.2	-23.1	I1936-6B-LP-DIR-AF	Molspin	1.36E-07	0.012089	273	I1936-6B-LP-DIR-AF-8	LT-AF-Z	9	I1936-6B	0.017	273	g
This study	1	132.2	-24	I1936-6B-LP-DIR-AF	Molspin	1.37E-07	0.012133	273	I1936-6B-LP-DIR-AF-9	LT-AF-Z	1	I1936-6B	0.02	273	g
This study	1	133.1	-22.4	I1936-6B-LP-DIR-AF	Molspin	1.35E-07	0.011919	273	I1936-6B-LP-DIR-AF-10	LT-AF-Z	11	I1936-6B	0.025	273	g
This study	1	134.1	-18.1	I1936-6B-LP-DIR-AF	Molspin	1.35E-07	0.011995	273	I1936-6B-LP-DIR-AF-11	LT-AF-Z	12	I1936-6B	0.03	273	g
This study	1	130.7	-21.2	I1936-6B-LP-DIR-AF	Molspin	1.33E-07	0.011821	273	I1936-6B-LP-DIR-AF-12	LT-AF-Z	13	I1936-6B	0.04	273	g
This study	1	131.9	-20.1	I1936-6B-LP-DIR-AF	Molspin	1.23E-07	0.010901	273	I1936-6B-LP-DIR-AF-13	LT-AF-Z	14	I1936-6B	0.05	273	g
This study	1	129.9	-18	I1936-6B-LP-DIR-AF	Molspin	1.07E-07	0.009494	273	I1936-6B-LP-DIR-AF-14	LT-AF-Z	15	I1936-6B	0.06	273	g
This study	1	131	-14.4	I1936-6B-LP-DIR-AF	Molspin	9.79E-08	0.008673	273	I1936-6B-LP-DIR-AF-15	LT-AF-Z	16	I1936-6B	0.07	273	g
This study	1	130.9	-15.3	I1936-6B-LP-DIR-AF	Molspin	8.80E-08	0.007792	273	I1936-6B-LP-DIR-AF-16	LT-AF-Z	17	I1936-6B	0.08	273	g
This study	2	217	-43	1936-8b-LP-DIR-AF	Molspin	1.23E-07	0.01062	273	1936-8b-LP-DIR-AF-1	LT-AF-Z	2	1936-8b	0	273	g
This study	3	219.2	-44.4	1936-8b-LP-DIR-AF	Molspin	1.26E-07	0.010897	273	1936-8b-LP-DIR-AF-2	LT-AF-Z	3	1936-8b	0.0025	273	g
This study	2	219.4	-42.5	1936-8b-LP-DIR-AF	Molspin	1.24E-07	0.010684	273	1936-8b-LP-DIR-AF-3	LT-AF-Z	4	1936-8b	0.005	273	g
This study	2	219.9	-42.8	1936-8b-LP-DIR-AF	Molspin	1.25E-07	0.010793	273	1936-8b-LP-DIR-AF-4	LT-AF-Z	5	1936-8b	0.0075	273	g
This study	1	220.2	-41.6	1936-8b-LP-DIR-AF	Molspin	1.24E-07	0.01071	273	1936-8b-LP-DIR-AF-5	LT-AF-Z	6	1936-8b	0.01	273	g
This study	2	216.9	-41.9	1936-8b-LP-DIR-AF	Molspin	1.24E-07	0.010757	273	1936-8b-LP-DIR-AF-6	LT-AF-Z	7	1936-8b	0.0125	273	g
This study	2	219.6	-41.8	1936-8b-LP-DIR-AF	Molspin	1.22E-07	0.010557	273	1936-8b-LP-DIR-AF-7	LT-AF-Z	8	1936-8b	0.015	273	g
This study	2	221.6	-42.3	1936-8b-LP-DIR-AF	Molspin	1.20E-07	0.010406	273	1936-8b-LP-DIR-AF-8	LT-AF-Z	9	1936-8b	0.02	273	g
This study	2	220.4	-40.6	1936-8b-LP-DIR-AF	Molspin	1.21E-07	0.010437	273	1936-8b-LP-DIR-AF-9	LT-AF-Z	1	1936-8b	0.025	273	g
This study	1	220.3	-42.2	1936-8b-LP-DIR-AF	Molspin	1.20E-07	0.01041	273	1936-8b-LP-DIR-AF-10	LT-AF-Z	11	1936-8b	0.03	273	g
This study	1	218.6	-42.3	1936-8b-LP-DIR-AF	Molspin	1.25E-07	0.010795	273	1936-8b-LP-DIR-AF-11	LT-AF-Z	12	1936-8b	0.035	273	g
This study	2	220.3	-40.1	1936-8b-LP-DIR-AF	Molspin	1.16E-07	0.010043	273	1936-8b-LP-DIR-AF-12	LT-AF-Z	13	1936-8b	0.04	273	g
This study	2	222.7	-41.4	1936-8b-LP-DIR-AF	Molspin	1.09E-07	0.00943	273	1936-8b-LP-DIR-AF-13	LT-AF-Z	14	1936-8b	0.05	273	g
This study	2	216.3	-37.6	1936-8b-LP-DIR-AF	Molspin	1.04E-07	0.008959	273	1936-8b-LP-DIR-AF-14	LT-AF-Z	15	1936-8b	0.06	273	g
This study	1	220.8	-35.6	1936-8b-LP-DIR-AF	Molspin	8.96E-08	0.007754	273	1936-8b-LP-DIR-AF-15	LT-AF-Z	16	1936-8b	0.07	273	g
This study	1	219.4	-32.6	1936-8b-LP-DIR-AF	Molspin	7.69E-08	0.006651	273	1936-8b-LP-DIR-AF-16	LT-AF-Z	17	1936-8b	0.08	273	g
This study	2	218.9	-31.5	1936-8b-LP-DIR-AF	Molspin	6.92E-08	0.005986	273	1936-8b-LP-DIR-AF-17	LT-AF-Z	18	1936-8b	0.09	273	g
This study	2	225.1	-30.5	1936-8b-LP-DIR-AF	Molspin	6.91E-08	0.005977	273	1936-8b-LP-DIR-AF-18	LT-AF-Z	19	1936-8b	0.1	273	g
This study	1.7	304.8	42.8	I1937-2B-LP-DIR-AF	Molspin	6.12E-06	0.674099	273	I1937-2B-LP-DIR-AF-1	LT-AF-Z	2	I1937-2B	0	273	g
This study	3	310.1	40.5	I1937-2B-LP-DIR-AF	Molspin	5.98E-06	0.658362	273	I1937-2B-LP-DIR-AF-2	LT-AF-Z	3	I1937-2B	0.025	273	g
This study	4	321.6	41.9	I1937-2B-LP-DIR-AF	Molspin	5.25E-06	0.578023	273	I1937-2B-LP-DIR-AF-3	LT-AF-Z	4	I1937-2B	0.05	273	g
This study	1.5	333.6	39.8	I1937-2B-LP-DIR-AF	Molspin	4.56E-06	0.501855	273	I1937-2B-LP-DIR-AF-4	LT-AF-Z	5	I1937-2B	0.075	273	g
This study	4.4	345	38.7	I1937-2B-LP-DIR-AF	Molspin	4.02E-06	0.443219	273	I1937-2B-LP-DIR-AF-5	LT-AF-Z	6	I1937-2B	0.1	273	g
This study	2.9	353.6	35.3	I1937-2B-LP-DIR-AF	Molspin	3.64E-06	0.400568	273	I1937-2B-LP-DIR-AF-6	LT-AF-Z	7	I1937-2B	0.125	273	g
This study	2.1	358.7	32.5	I1937-2B-LP-DIR-AF	Molspin	3.32E-06	0.365812	273	I1937-2B-LP-DIR-AF-7	LT-AF-Z	8	I1937-2B	0.15	273	g
This study	3.4	359.5	30.2	I1937-2B-LP-DIR-AF	Molspin	3.04E-06	0.334995	273	I1937-2B-LP-DIR-AF-8	LT-AF-Z	9	I1937-2B	0.175	273	g
This study	2.7	4.6	30	I1937-2B-LP-DIR-AF	Molspin	2.94E-06	0.323407	273	I1937-2B-LP-DIR-AF-9	LT-AF-Z	1	I1937-2B	0.2	273	g
This study	4.4	1.9	29	I1937-2B-LP-DIR-AF	Molspin	2.78E-06	0.305949	273	I1937-2B-LP-DIR-AF-10	LT-AF-Z	11	I1937-2B	0.25	273	g
This study	2.8	2.3	29.8	I1937-2B-LP-DIR-AF	Molspin	2.54E-06	0.280198	273	I1937-2B-LP-DIR-AF-11	LT-AF-Z	12	I1937-2B	0.3	273	g
This study	2.9	1.9	29.7	I1937-2B-LP-DIR-AF	Molspin	2.35E-06	0.258486	273	I1937-2B-LP-DIR-AF-12	LT-AF-Z	13	I1937-2B	0.4	273	g
This study	1	356.2	32.9	I1937-2B-LP-DIR-AF	Molspin	2.03E-06	0.2238	273	I1937-2B-LP-DIR-AF-13	LT-AF-Z	14	I1937-2B	0.5	273	g
This study	1	353.8	32.2	I1937-2B-LP-DIR-AF	Molspin	1.95E-06	0.2148	273	I1937-2B-LP-DIR-AF-14	LT-AF-Z	15	I1937-2B	0.6	273	g
This study	1	355.5	33.7	I1937-2B-LP-DIR-AF	Molspin	1.84E-06	0.2025	273	I1937-2B-LP-DIR-AF-15	LT-AF-Z	16	I1937-2B	0.7	273	g
This study	2.7	293	19.6	I1937-4B-LP-DIR-AF	Molspin	1.05E-05	0.933927	273	I1937-4B-LP-DIR-AF-1	LT-AF-Z	2	I1937-4B	0	273	g
This study	4.3	297.4	18.7	I1937-4B-LP-DIR-AF	Molspin	9.67E-06	0.85672	273	I1937-4B-LP-DIR-AF-2	LT-AF-Z	3	I1937-4B	0.025	273	g
This study	4	302.4	18.1	I1937-4B-LP-DIR-AF	Molspin	8.76E-06	0.775645	273	I1937-4B-LP-DIR-AF-3	LT-AF-Z	4	I1937-4B	0.05	273	g
This study	4.5	311.9	17.4	I1937-4B-LP-DIR-AF	Molspin	7.88E-06	0.698382	273	I1937-4B-LP-DIR-AF-4	LT-AF-Z	5	I1937-4B	0.075	273	g
This study	3.8	320.1	15.8	I1937-4B-LP-DIR-AF	Molspin	6.85E-06	0.606972	273	I1937-4B-LP-DIR-AF-5	LT-AF-Z	6	I1937-4B	0.1	273	g
This study	4.7	324.7	14.7	I1937-4B-LP-DIR-AF	Molspin	6.51E-06	0.577024	273	I1937-4B-LP-DIR-AF-6	LT-AF-Z	7	I1937-4B	0.125	273	g
This study	3	333.8	14.3	I1937-4B-LP-DIR-AF	Molspin	5.66E-06	0.501398	273	I1937-4B-LP-DIR-AF-7	LT-AF-Z	8	I1937-4B	0.15	273	g
This study	2.1	341.6	13.3	I1937-4B-LP-DIR-AF	Molspin	4.97E-06	0.440263	273	I1937-4B-LP-DIR-AF-8	LT-AF-Z	9	I1937-4B	0.175	273	g
This study	1	334	15.6	I1937-4B-LP-DIR-AF	Molspin	4.96E-06	0.4389	273	I1937-4B-LP-DIR-AF-9	LT-AF-Z	1	I1937-4B	0.2	273	g
This study	1	334.8	15.7	I1937-4B-LP-DIR-AF	Molspin	4.95E-06	0.4387	273	I1937-4B-LP-DIR-AF-10	LT-AF-Z	11	I1937-4B	0.25	273	g
This study	1	337.6	16	I1937-4B-LP-DIR-AF	Molspin	4.62E-06	0.4096	273	I1937-4B-LP-DIR-AF-11	LT-AF-Z	12	I1937-4B	0.3	273	g
This study	1	334.9	16.8	I1937-4B-LP-DIR-AF	Molspin	4.53E-06	0.4014	273	I1937-4B-LP-DIR-AF-12	LT-AF-Z	13	I1937-4B	0.4	273	g
This study	1	333.6	18.8	I1937-4B-LP-DIR-AF	Molspin	3.54E-06	0.3137	273	I1937-4B-LP-DIR-AF-13	LT-AF-Z	14	I1937-4B	0.5	273	g
This study	1	332.2	20.2	I1937-4B-LP-DIR-AF	Molspin	3.20E-06	0.2832	273	I1937-4B-LP-DIR-AF-14	LT-AF-Z	15	I1937-4B	0.6	273	g
This study	1	336.4	22.8	I1937-4B-LP-DIR-AF	Molspin	2.97E-06	0.2629	273	I1937-4B-LP-DIR-AF-15	LT-AF-Z	16	I1937-4B	0.7	273	g
This study	5.9	316.9	25.5	I1937-6z-LP-DIR-AF	Molspin	3.74E-06	0.6344812	273	I1937-6z-LP-DIR-AF-1	LT-AF-Z	2	I1937-6z	0	273	g
This study	1.2	321.7	26.6	I1937-6z-LP-DIR-AF	Molspin	3.61E-06	0.6132773	273	I1937-6z-LP-DIR-AF-2	LT-AF-Z	3	I1937-6z	0.025	273	g
This study	0.7	328.4	24.8	I1937-6z-LP-DIR-AF	Molspin	3.49E-06	0.592096	273	I1937-6z-LP-DIR-AF-3	LT-AF-Z	4	I1937-6z	0.05	273	g
This study	2.5	337	23.9	I1937-6z-LP-DIR-AF	Molspin	3.04E-06	0.5169108	273	I1937-6z-LP-DIR-AF-4	LT-AF-Z	5	I1937-6z	0.075	273	g
This study	1	344.3	23.3	I1937-6z-LP-DIR-AF	Molspin	2.68E-06	0.4553923	273	I1937-6z-LP-DIR-AF-5	LT-AF-Z	6	I1937-6z	0.1	273	g
This study	2.4	352	22.1	I1937-6z-LP-DIR-AF	Molspin	2.45E-06	0.4155676	273	I1937-6z-LP-DIR-AF-6	LT-AF-Z	7	I1937-6z	0.125	273	g
This study	1.1	356.7	21.1	I1937-6z-LP-DIR-AF	Molspin	2.23E-06	0.3788398	273	I1937-6z-LP-DIR-AF-7	LT-AF-Z	8	I1937-6z	0.15	273	g
This study	0.6	0.3	19.8	I1937-6z-LP-DIR-AF	Molspin	1.98E-06	0.3358618	273	I1937-6z-LP-DIR-AF-8	LT-AF-Z	9	I1937-6z	0.175	273	g
This study	1.8	272.6	23.5	i1937-8b-LP-DIR-AF	Molspin	6.22E-06	0.5636544	273	i1937-8b-LP-DIR-AF-1	LT-AF-Z	2	i1937-8b	0	273	g
This study	5.8	273	18.2	i1937-8b-LP-DIR-AF	Molspin	6.31E-06	0.5717731	273	i1937-8b-LP-DIR-AF-2	LT-AF-Z	3	i1937-8b	0.025	273	g
This study	2	277.1	18.2	i1937-8b-LP-DIR-AF	Molspin	5.55E-06	0.5024233	273	i1937-8b-LP-DIR-AF-3	LT-AF-Z	4	i1937-8b	0.05	273	g
This study	2.2	289.1	17.4	i1937-8b-LP-DIR-AF	Molspin	4.80E-06	0.4347133	273	i1937-8b-LP-DIR-AF-4	LT-AF-Z	5	i1937-8b	0.075	273	g
This study	3.8	297.8	14.3	i1937-8b-LP-DIR-AF	Molspin	4.13E-06	0.373829	273	i1937-8b-LP-DIR-AF-5	LT-AF-Z	6	i1937-8b	0.1	273	g
This study	4.2	309	13.9	i1937-8b-LP-DIR-AF	Molspin	3.40E-06	0.3077984	273	i1937-8b-LP-DIR-AF-6	LT-AF-Z	7	i1937-8b	0.125	273	g
This study	1.7	312.3	12.1	i1937-8b-LP-DIR-AF	Molspin	3.02E-06	0.2731229	273	i1937-8b-LP-DIR-AF-7	LT-AF-Z	8	i1937-8b	0.15	273	g
This study	3.8	320.5	11.5	i1937-8b-LP-DIR-AF	Molspin	2.71E-06	0.2450486	273	i1937-8b-LP-DIR-AF-8	LT-AF-Z	9	i1937-8b	0.175	273	g
This study	2.3	320.5	10.6	i1937-8b-LP-DIR-AF	Molspin	2.52E-06	0.2279681	273	i1937-8b-LP-DIR-AF-9	LT-AF-Z	1	i1937-8b	0.2	273	g
This study	1.8	318.2	9.8	i1937-8b-LP-DIR-AF	Molspin	2.42E-06	0.2190892	273	i1937-8b-LP-DIR-AF-10	LT-AF-Z	11	i1937-8b	0.25	273	g
This study	3.3	319.9	8.8	i1937-8b-LP-DIR-AF	Molspin	2.23E-06	0.2020136	273	i1937-8b-LP-DIR-AF-11	LT-AF-Z	12	i1937-8b	0.3	273	g
This study	2.5	322.3	10.7	i1937-8b-LP-DIR-AF	Molspin	2.08E-06	0.1884385	273	i1937-8b-LP-DIR-AF-12	LT-AF-Z	13	i1937-8b	0.4	273	g
This study	2.8	321.4	11	i1937-8b-LP-DIR-AF	Molspin	1.78E-06	0.1612492	273	i1937-8b-LP-DIR-AF-13	LT-AF-Z	14	i1937-8b	0.5	273	g
This study	5.3	330	11.9	i1937-8b-LP-DIR-AF	Molspin	1.65E-06	0.1495012	273	i1937-8b-LP-DIR-AF-14	LT-AF-Z	15	i1937-8b	0.6	273	g
This study	3.1	325.6	14.6	i1937-8b-LP-DIR-AF	Molspin	1.60E-06	0.1449502	273	i1937-8b-LP-DIR-AF-15	LT-AF-Z	16	i1937-8b	0.7	273	g
This study	4.2	321.9	14.4	i1937-8b-LP-DIR-AF	Molspin	1.44E-06	0.1301	273	i1937-8b-LP-DIR-AF-16	LT-AF-Z	17	i1937-8b	0.8	273	g
This study	2.3	322.6	14.4	i1937-8b-LP-DIR-AF	Molspin	1.37E-06	0.1241025	273	i1937-8b-LP-DIR-AF-17	LT-AF-Z	18	i1937-8b	0.9	273	g
This study	1.8	327.3	16.5	i1937-8b-LP-DIR-AF	Molspin	1.35E-06	0.1223251	273	i1937-8b-LP-DIR-AF-18	LT-AF-Z	19	i1937-8b	1	273	g
